human_label	avg_label_score	orig_text	processed_text	perception_scores
1	1.0	It's so good that its relentless , polished wit can withstand not only inept school productions , but even Oliver Parker's movie adaptation .	it's so good that its relentless polished wit can withstand not only inept school productions but even oliver parker's movie adaptation	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Late Marriage's stiffness is unlikely to demonstrate the emotional clout to sweep U.S. viewers off their feet .	late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep us viewers off their feet	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@TheView Joy isn't a comedian. She's a bully for fat shaming the governor. Great example she's setting for her grandson.	@theview joy isn't a comedian she's a bully for fat shaming the governor great example she's setting for her grandson	0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0
0	1.0	I live 30 miles away from work, &amp; arrived to realise laptop is still on the bed.	i live 30 miles away from work &amp arrived to realise laptop is still on the bed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
0	1.0	And you adopted bitch? I don't give a fuck what kind of "Mental illness" they claimin imma kill ya	and you adopted bitch i don't give a fuck what kind of mental illness they claimin imma kill ya	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.6667
1	1.0	Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .	few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Can't drink all day if u don't start in the morning .. Drake gets me	can't drink all day if u don't start in the morning drake gets me	0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I need a transcript of trump praying. #terrific Jesus.	i need a transcript of trump praying #terrific jesus	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
0	1.0	I feel intimidated	i feel intimidated	0.0 0.0 1.0
0	1.0	I feel exhausted ...I tried to do a good job, but apparently God does not see me right. I'm weary! I EXIST! #exist #weary #misonorotta	i feel exhausted i tried to do a good job but apparently god does not see me right i'm weary i exist #exist #weary #misonorotta	0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.6667 0.0 0.0 0.0 0.3333 0.0
1	1.0	why don't the kids on my street have msn or something to play on instead of enjoying themselves outside #bitter #shush	why don't the kids on my street have msn or something to play on instead of enjoying themselves outside #bitter #shush	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333
1	1.0	@Brennan_PB Backs up what I always thought ... yer all as mad as each other	@brennan_pb backs up what i always thought yer all as mad as each other	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Wow! Today, totally seeing alot of #mean #people out in this #world! Turn it around and #start cultivating #kindness! #SuccessTRAIN #warrior	wow today totally seeing alot of #mean #people out in this #world turn it around and #start cultivating #kindness #successtrain #warrior	0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	&#8220;@meezytk_: "Go text your other hoes"  Me:   http://t.co/wC5Tr4UHS6&#8221; @ayostew_	&#8220@meezytk_: go text your other hoes me: http://tco/wc5tr4uhs6&#8221 @ayostew_	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Insanity_Lady I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world	@insanity_lady i argue that cersei is neither evil nor a bitch she's greedy desperate to protect her children and to be valued in a world	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	It was closed as "no consensus, default to keep".  What difference does it make?	it was closed as no consensus default to keep what difference does it make	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	sounds suspiciously like homework.  if it is, what have you done to solve the problem yourself?	sounds suspiciously like homework if it is what have you done to solve the problem yourself	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	The Man From Elysian Fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .	the man from elysian fields is a cold bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	All this makeup is going on sale....But I ain't got the funds. #heartbreaking	all this makeup is going on salebut i ain't got the funds #heartbreaking	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
0	1.0	2|206|When it is said to him, 'Fear Allah', He is led by arrogance to (more) crime. Enough for him is Hell;-	2|206|when it is said to him 'fear allah' he is led by arrogance to (more) crime enough for him is hell-	0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333
1	1.0	Please stop ruining my depressing memes with your positivity and optimism	please stop ruining my depressing memes with your positivity and optimism	0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .	chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Africa has unique and tremendous problems with war, overpopulation, starvation and tribalism which makes moving Africa forward hard.	africa has unique and tremendous problems with war overpopulation starvation and tribalism which makes moving africa forward hard	0.0 0.0 0.0 0.0 0.0 0.6667 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.6667
1	1.0	&#8220;@dablueprint: @NigelDixon1 Just think if Alex won some games!&#8221; That sorry son of a bitch will never "win" us a game	&#8220@dablueprint: @nigeldixon1 just think if alex won some games&#8221 that sorry son of a bitch will never win us a game	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0
1	1.0	Filmmakers who can deftly change moods are treasures and even marvels .	filmmakers who can deftly change moods are treasures and even marvels	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Lost without my Mom  plus tired, sick and full of cold is just another day in paradise..... #upset #unwell #missyoumommybear	lost without my mom plus tired sick and full of cold is just another day in paradise #upset #unwell #missyoumommybear	0.6667 0.6667 0.3333 0.3333 0.0 0.6667 0.6667 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@7aidualc9 u said "@ me hoe" &#128514;&#128514;&#128514; so I did...	@7aidualc9 u said @ me hoe &#128514&#128514&#128514 so i did	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I'm really very sorry, but no, I '''didn't''' know, didn't get a message saying that was wrong. Where was it?	i'm really very sorry but no i '''didn't''' know didn't get a message saying that was wrong where was it	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Just watching #Phoenix video for the first time. Holy fuck, this guy is seriously deranged, unhinged. Why is everyone not #terrified?	just watching #phoenix video for the first time holy fuck this guy is seriously deranged unhinged why is everyone not #terrified	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.6667 0.0 0.0 0.0 0.3333 0.6667 0.6667 0.0 0.0 0.0 0.0 1.0
1	1.0	No telegraphing is too obvious or simplistic for this movie .	no telegraphing is too obvious or simplistic for this movie	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	3 things i cant stand while dealing with a bitch!   A. HIT FEET B. STANK ASS BREATH C. SKANK ASS WAYS	3 things i cant stand while dealing with a bitch a hit feet b stank ass breath c skank ass ways	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait	@joservmirez i'm a lil nigga wait till you see nigga you ain't ready i'm from chicago boy i ain't no pussy from the burbs just wait	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed	@torridfashion i love you but between online order drama and your horrible hold music i have a bit of a shopping induced headache #annoyed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I finally left the dark room I've been crying in &amp; instead of getting some sun on my translucent skin, I got 6000 mosquito bites. #blessed	i finally left the dark room i've been crying in &amp instead of getting some sun on my translucent skin i got 6000 mosquito bites #blessed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0
1	1.0	Thank you for removing the "Speedy Deletion" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?	thank you for removing the speedy deletion from my post i realise that i still need to do more work on the post itself but are the sources that i am using acceptable	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Batter the wee cunt Jewis y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.	batter the wee cunt jewis y cos he fucked my ex emma isnt battering the girls i've nailedive moved onstop being a pussy n do it urself	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	The film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .	the film's few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	@LeahRemini  A 'religion' that pushes people to suicide, and punishes you for doing the right thing?? #heartbreaking	@leahremini a 'religion' that pushes people to suicide and punishes you for doing the right thing #heartbreaking	0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.3333 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
1	1.0	Jason X is positively anti-Darwinian : nine sequels and 400 years later , the teens are none the wiser and Jason still kills on auto-pilot .	jason x is positively anti-darwinian : nine sequels and 400 years later the teens are none the wiser and jason still kills on auto-pilot	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	The movie is Dawn of the Dead crossed with John Carpenter's Ghosts of Mars , with zombies not as ghoulish as the first and trains not as big as the second .	the movie is dawn of the dead crossed with john carpenter's ghosts of mars with zombies not as ghoulish as the first and trains not as big as the second	0.0 0.0 0.0 0.3333 0.3333 0.0 0.3333 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Currently, <url> is a subcategory of <url>. What would you suggest doing about this?	currently <url> is a subcategory of <url> what would you suggest doing about this	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	In exactly 89 minutes , most of which passed as slowly as if I'd been sitting naked on an igloo , Formula 51 sank from quirky to jerky to utter turkey .	in exactly 89 minutes most of which passed as slowly as if i'd been sitting naked on an igloo formula 51 sank from quirky to jerky to utter turkey	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Hi MariAna, there are just a couple of outstanding issues with the article. Could you have a look at them so I can get the GA closed in the next few days?	hi mariana there are just a couple of outstanding issues with the article could you have a look at them so i can get the ga closed in the next few days	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit	@girlthatsvonte: yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@morninggloria I came for the 'damn boy' jokes but stayed because you are great at your actual job	@morninggloria i came for the 'damn boy' jokes but stayed because you are great at your actual job	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Good car chases , great fight scenes , and a distinctive blend of European , American and Asian influences .	good car chases great fight scenes and a distinctive blend of european american and asian influences	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	I based my sentence on the citation. Are you saying the citation is wrong?	i based my sentence on the citation are you saying the citation is wrong	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
0	1.0	Yes @itv2 @LoveIsland putting that Angel @MikeThalassitis back in the villa was the best move #revenge #returnofthemike #LoveIsland #hot	yes @itv2 @loveisland putting that angel @mikethalassitis back in the villa was the best move #revenge #returnofthemike #loveisland #hot	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.0
1	1.0	@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.	@kcjhoop pretty sure you meant flight and not flite dumb ass cracker	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333
1	1.0	@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks!   #Strategy	@chasejarvis honestly been hearing this over and over againit's kinda imprinted on my mind now thanks #strategy	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	Green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .	green might want to hang onto that ski mask as robbery may be the only way to pay for his next project	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;	&#8220@selfiequeenbri: cause i'm tired of you big bitches coming for us skinny girls&#8221	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;	@shantaughther: these catfish hoes thinkin they slick but niggas catching on &#128524	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	I am concern why this user never replies to messages left on her talk page. Does she talk?	i am concern why this user never replies to messages left on her talk page does she talk	0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333
1	1.0	One thing I never did and that's love a bitch cuz I'm Drillin shit. I only love my clique	one thing i never did and that's love a bitch cuz i'm drillin shit i only love my clique	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	So disappointed in myself for spending 50 on an outfit for meeting a boy #noselfcontrol #nervous	so disappointed in myself for spending 50 on an outfit for meeting a boy #noselfcontrol #nervous	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 1.0
0	1.0	Blah blah blah Kyrie, IT, etc. @CJC9BOSS leaving Boston is the real news and I am #devastated! #celtics #fave  #someonegetmeajerseyteeasap	blah blah blah kyrie it etc @cjc9boss leaving boston is the real news and i am #devastated #celtics #fave #someonegetmeajerseyteeasap	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0
1	1.0	How exactly is a one-time martial arts tournament, all of whose participants are red-links, notable? Is Wikipedia to have separate articles for every martial arts tournament ever broadcast on television?	how exactly is a one-time martial arts tournament all of whose participants are red-links notable is wikipedia to have separate articles for every martial arts tournament ever broadcast on television	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Bang, bitch, you think I'm strange, bitch? It's bananas like a fucking rangatang bitch  #vote5sos #EMABiggestFans1D	bang bitch you think i'm strange bitch it's bananas like a fucking rangatang bitch #vote5sos #emabiggestfans1d	0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.0 0.0
1	1.0	So disappointed in E! portrayal of Kylie Jenner! Makes her look so fake &amp; filthy rich @ every turn #disappointment @enews #LifeofKylie	so disappointed in e portrayal of kylie jenner makes her look so fake &amp filthy rich @ every turn #disappointment @enews #lifeofkylie	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.0
1	1.0	This has got nothing to do with any of the tags. Please can you retag appropriately if you want an answer?	this has got nothing to do with any of the tags please can you retag appropriately if you want an answer	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	You look cute today :).. "Really?!" Helll no, swerve hoe!	you look cute today :) really helll no swerve hoe	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Most of the books listed are more related to theoretical physics. I wonder if there is any "bible" for experimental physics?	most of the books listed are more related to theoretical physics i wonder if there is any bible for experimental physics	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Popstufs3 Coffee is good and view is even better	@popstufs3 coffee is good and view is even better	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@Cmdr_Hadfield CNN's Wolf Blitzer calls you an American astronaut and you don't correct him? #dissapointed	@cmdr_hadfield cnn's wolf blitzer calls you an american astronaut and you don't correct him #dissapointed	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333
0	1.0	Like I might've set it down on top of my car &amp; if so, that shit is long gone	like i might've set it down on top of my car &amp if so that shit is long gone	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 1.0 1.0
1	1.0	When we go to the American Indian museum, they would like our real name ahead of time that way they can get us through security quickly. Could you get yours to me by tomorrow, either via the page for the meetup, my talk page or an e-mail?	when we go to the american indian museum they would like our real name ahead of time that way they can get us through security quickly could you get yours to me by tomorrow either via the page for the meetup my talk page or an e-mail	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0	1.0	@JoyceMeyer @mrsglessman #day of #vengeance of our #God; To #comfort all who #mourn, To console those who #mourn in #Zion, To give [4/7]	@joycemeyer @mrsglessman #day of #vengeance of our #god to #comfort all who #mourn to console those who #mourn in #zion to give [4/7]	0.0 0.0 0.0 0.0 0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	very similar question: http://stackoverflow.com/questions/1083017/iphone-socket-program    Have you tried searching with google or something?	very similar question: http://stackoverflowcom/questions/1083017/iphone-socket-program have you tried searching with google or something	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	For all the writhing and wailing , tears , rage and opium overdoses , there's no sense of actual passion being washed away in love's dissolution .	for all the writhing and wailing tears rage and opium overdoses there's no sense of actual passion being washed away in love's dissolution	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Novak is seeing those balls as melons, perfect conditions for him  #Wimbledon	novak is seeing those balls as melons perfect conditions for him #wimbledon	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@3lectric5heep Well that must sting doesn't it @CNN ?	@3lectric5heep well that must sting doesn't it @cnn	0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0
1	1.0	Wow, you waited a whole ten minutes. What's the problem?	wow you waited a whole ten minutes what's the problem	0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0
1	1.0	Only halfway through #madeforlove by @AlissaNutting. But it's utterly #brilliant. #Reading it has me laughing out loud.	only halfway through #madeforlove by @alissanutting but it's utterly #brilliant #reading it has me laughing out loud	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	RT @DFkinLopes: Me: You're a hoe Hoe: You wasn't saying that August 12, 2014 at 7:22 PM Me: Well you're a hoe today on October 1st 2014 at &#8230;	rt @dfkinlopes: me: you're a hoe hoe: you wasn't saying that august 12 2014 at 7:22 pm me: well you're a hoe today on october 1st 2014 at &#8230	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Some peoples thought process can be very alarming.  These nasty, common women who will bed another women's man without conscience .  . .	some peoples thought process can be very alarming these nasty common women who will bed another women's man without conscience	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1	@freemanstanzan2 you're a cowan that means you're a slimebag i wouldn't trust you as far as i could throw you #arsehole @stuartharker1	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Totally scare for this upcoming results .	totally scare for this upcoming results	0.3333 0.3333 0.0 0.0 0.0 0.0
0	1.0	@AwardsDaily Looks that way.  I don't want to see how Q is going to handle Tate murder.  #shudder	@awardsdaily looks that way i don't want to see how q is going to handle tate murder #shudder	0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.6667 0.0
1	1.0	@Ginoceno Great prediction bro! Nice optimism #FAKEFAN	@ginoceno great prediction bro nice optimism #fakefan	0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	@NancyPelosi Don't you mean Bush...no Trump...no Bush #giggles #hipocrite #Liar #TroubleMaker #AntifaSupporter	@nancypelosi don't you mean bushno trumpno bush #giggles #hipocrite #liar #troublemaker #antifasupporter	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Do people notice that only saying 'You're so pretty' when I have make-up on. Is offense! &amp; I take note that they never say it when I don't.	do people notice that only saying 'you're so pretty' when i have make-up on is offense &amp i take note that they never say it when i don't	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	For the first time in years , De Niro digs deep emotionally , perhaps because he's been stirred by the powerful work of his co-stars .	for the first time in years de niro digs deep emotionally perhaps because he's been stirred by the powerful work of his co-stars	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1	1.0	Literally hanging on by a thread need some taylor ray tonight loving a bad dog sucks #taylorrayholbrook #hurting @TaylorRaysTweet	literally hanging on by a thread need some taylor ray tonight loving a bad dog sucks #taylorrayholbrook #hurting @taylorraystweet	0.3333 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.3333 0.0
1	1.0	Sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the WWII-era Mississippi Delta undermine this adaptation .	sticky sweet sentimentality clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation	0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
