pred_class	pred_prob	raw_input	attribution_scores
1	0.11	[CLS] still # devastated and # sad # tar ##iq ' s # tar ##iq ##li ##ve channel is no more and # professor ##bla ##ck ##tr ##uth as well . # youtube ##fa ##il # epic ##fa ##il ! # tar ##iq ##nas ##hee ##d [SEP]	0.00 0.16 -0.09 0.58 -0.25 0.10 -0.59 -0.05 -0.07 0.01 0.01 0.03 -0.12 0.02 0.04 0.03 0.03 0.11 0.01 0.09 0.14 0.10 -0.02 0.02 -0.06 -0.05 -0.02 0.02 -0.02 0.09 0.11 0.02 0.10 -0.05 -0.04 0.01 0.01 -0.01 -0.07 -0.02 0.04 -0.02 0.02 -0.04 0.05 -0.28 0.00
0	0.96	[CLS] & # 82 ##20 ; @ based ##chase ##n : grandma ##s always b asking you " do you have a girlfriend ? ? ? " no . . . . i got ho ##es t ##f you mean & # 82 ##21 ; real shit . [SEP]	0.00 0.12 -0.25 -0.12 -0.07 0.01 -0.02 0.03 0.08 -0.02 -0.03 -0.09 -0.13 -0.11 -0.05 -0.10 0.14 -0.01 -0.08 0.00 -0.03 -0.11 0.32 0.16 0.13 0.09 0.03 0.12 -0.09 0.04 0.06 -0.02 -0.06 0.03 0.03 0.10 0.11 -0.07 0.17 -0.03 0.06 0.01 -0.04 -0.01 0.03 -0.18 0.31 0.66 0.00
1	0.02	[CLS] i was at the library today looking through the back issues of ' ' mojo ' ' and found a career - spanning chili peppers article from 2004 . i read most of it , but i can go back next week and cite from it . is there anything you want me to look for ? [SEP]	0.00 -0.35 -0.09 -0.29 -0.05 -0.11 0.05 0.07 -0.03 0.02 -0.01 0.10 -0.09 -0.04 -0.08 -0.16 -0.02 -0.04 -0.03 -0.18 -0.05 -0.15 0.02 0.18 -0.30 0.03 -0.08 -0.07 0.00 0.02 -0.04 -0.03 -0.06 -0.12 -0.03 -0.00 -0.00 -0.04 -0.10 -0.00 -0.04 -0.01 0.12 -0.11 0.49 -0.02 -0.08 0.08 -0.02 -0.04 0.25 -0.02 -0.14 -0.14 0.05 0.03 0.05 -0.29 0.00
0	1.00	[CLS] how do you photos ##hop yourself and still be ugly ? that ' s like cheating on test and still failing . . . be ashamed bitch ! [SEP]	0.00 -0.18 -0.54 -0.03 -0.03 0.01 -0.02 -0.06 -0.06 -0.09 0.02 -0.01 -0.08 -0.13 -0.20 -0.11 0.02 -0.09 0.07 -0.16 -0.06 0.12 0.04 0.06 0.03 0.03 0.06 0.71 -0.12 0.00
0	1.00	[CLS] i went to jail for a flock , & amp ; came home wit a strike . . you went to jail as a bitch , came home as a di ##ke - @ y ##g [SEP]	0.00 -0.41 -0.20 -0.09 0.13 0.00 -0.01 -0.16 0.06 -0.04 0.05 -0.01 -0.10 -0.09 -0.02 -0.12 0.06 -0.09 -0.08 -0.01 -0.05 -0.16 -0.01 -0.00 -0.20 0.54 -0.01 -0.06 -0.05 0.05 -0.00 0.17 0.08 0.02 0.27 -0.01 -0.46 0.00
0	0.99	[CLS] i ' m soo ##oo annoyed . wait to start my morning . [SEP]	0.00 -0.19 -0.15 -0.14 -0.07 -0.21 0.82 0.14 -0.09 0.02 -0.00 -0.06 0.41 0.02 0.00
1	0.10	[CLS] @ colin fine : i think it ' s a good example , especially for the use case described . could you please add your comment as an answer ? [SEP]	0.00 0.31 -0.22 -0.57 -0.23 0.03 0.12 0.01 0.01 -0.06 -0.05 0.14 0.31 0.15 -0.10 -0.09 -0.08 -0.23 -0.14 -0.09 0.03 0.10 -0.02 0.33 0.12 -0.16 0.03 -0.17 0.01 -0.11 -0.10 0.00
1	0.01	[CLS] paul eh ##rl ##ich said that humanity is a threat to all life . such great news to start the day . if i could blush i would . [SEP]	0.00 0.01 0.01 0.01 0.03 0.10 0.19 -0.88 -0.06 0.00 0.11 -0.03 -0.04 -0.05 -0.05 -0.01 -0.04 0.01 -0.02 0.01 -0.03 0.04 -0.06 0.00 0.02 0.07 -0.38 0.02 0.03 -0.01 0.00
1	0.33	[CLS] more important than how they work is how to shut them down . any tips on what the recipient of such a message should do ? [SEP]	0.00 -0.21 -0.11 0.03 0.07 0.07 0.16 -0.08 -0.12 -0.10 0.46 0.20 0.22 0.14 0.23 0.02 -0.00 -0.10 -0.21 0.00 -0.15 0.07 -0.06 -0.10 -0.02 0.14 0.63 0.00
1	0.02	[CLS] it ' s a remarkably solid and subtly satirical tour de force . [SEP]	0.00 -0.12 -0.03 -0.16 -0.25 -0.53 -0.54 -0.28 0.26 -0.17 -0.34 -0.11 -0.01 0.12 0.00
0	0.67	[CLS] listen , the reason i put those signs in the code ' break - clear ' is because the arrangement of the blocks is ' ' off - key ' ' , at least when looking through ie or mo ##zi ##lla . why are you taking them off ? [SEP]	0.00 -0.02 0.02 -0.06 -0.07 -0.13 0.06 0.09 0.10 0.01 -0.05 0.21 -0.12 0.23 0.02 0.02 0.06 0.02 0.08 -0.10 0.04 -0.09 -0.10 -0.23 -0.08 -0.04 -0.04 0.16 -0.03 0.17 -0.04 0.01 0.04 -0.02 0.10 0.08 -0.12 -0.08 0.38 -0.12 -0.05 0.11 0.04 -0.09 -0.30 -0.08 -0.15 -0.30 0.09 0.09 -0.48 0.00
1	0.15	[CLS] i was about to participate in the af ##d on woo ##ster greeks . you ' ve reverted yourself and re - closed it ? [SEP]	0.00 -0.22 0.01 -0.15 -0.02 0.06 0.04 -0.04 0.08 0.04 -0.02 0.04 -0.02 0.11 -0.09 0.00 -0.13 -0.01 -0.61 -0.19 -0.15 0.04 -0.13 0.27 0.06 -0.60 0.00
1	0.02	[CLS] i ' ve clarified the question , thanks ax . @ run ##run ##ray ##gun : what is a community wi ##ki ? [SEP]	0.00 -0.49 -0.31 -0.01 0.03 -0.16 0.07 0.00 0.07 -0.08 -0.10 0.19 -0.03 -0.02 -0.07 0.04 -0.16 -0.16 -0.32 -0.22 0.22 0.15 0.54 0.02 0.00
0	0.99	[CLS] br ##uh . sas ##uke and sakura ##s daughter gonna be a bad uc ##hi ##ha bitch [SEP]	0.00 -0.22 0.04 0.19 0.06 -0.06 -0.00 -0.15 0.02 -0.01 0.11 -0.07 -0.06 0.07 -0.18 0.06 -0.05 0.90 0.00
1	0.01	[CLS] an entertaining , colorful , action - filled crime story with an intimate heart . [SEP]	0.00 -0.82 0.00 0.09 -0.21 -0.06 0.07 -0.02 0.11 0.36 0.01 -0.10 0.17 0.24 -0.12 0.05 0.00
1	0.22	[CLS] i would go and say , " i can ' t find any problem . are you sure it ' s not the user ? " [SEP]	0.00 -0.23 -0.11 -0.26 -0.18 -0.36 0.02 -0.09 0.00 -0.10 0.09 0.03 0.25 -0.25 -0.19 0.15 -0.10 0.08 0.48 -0.01 0.02 -0.09 -0.13 0.12 -0.26 0.14 0.34 0.00
0	0.55	[CLS] rt @ coca ##lov ##e _ : bitch be working and keep singing like she ain ' t never bust a move & # 128 ##53 ##9 ; [SEP]	0.00 -0.18 0.06 -0.01 0.10 -0.01 -0.02 0.11 -0.31 0.51 0.34 -0.13 -0.34 0.23 0.08 -0.04 -0.28 -0.09 0.27 0.01 -0.19 -0.14 -0.13 -0.10 -0.03 -0.17 0.06 -0.07 0.07 0.00
1	0.01	[CLS] & # 82 ##20 ; @ sa ##b ##dad ##dy ##y : shine on them ho ##es http : / / t . co / x ##our ##n ##v ##va ##yp & # 82 ##21 ; look at my baby daddy [SEP]	0.00 0.21 -0.47 -0.18 -0.11 0.23 -0.01 -0.03 0.03 -0.01 0.04 -0.05 -0.05 -0.08 -0.07 -0.13 -0.10 0.06 0.07 -0.23 0.11 0.02 -0.12 0.01 0.08 -0.05 0.03 0.05 0.04 0.02 -0.01 -0.06 -0.11 -0.02 -0.03 0.01 0.03 -0.03 0.18 0.34 0.51 -0.26 0.00
0	0.52	[CLS] good morning to you ho ##es and pi ##mps . [SEP]	0.00 -0.28 -0.10 -0.03 -0.02 -0.42 0.07 -0.04 0.27 0.81 -0.07 0.00
1	0.27	[CLS] @ to ##ula ##ba ##by fa ##gg ##ot is a public spectacle . most gay ##s are not fa ##gs . public display gets public opinion . [SEP]	0.00 0.13 -0.04 -0.05 -0.02 0.03 0.09 0.14 -0.04 -0.10 -0.09 0.09 -0.25 -0.06 -0.21 0.35 -0.05 -0.10 0.01 -0.17 0.01 -0.17 -0.13 -0.71 0.12 -0.19 0.23 0.01 0.00
0	0.96	[CLS] . . . just van ##dal ##ized my page again . what level warning is appropriate ? [SEP]	0.00 -0.06 -0.05 -0.21 -0.11 0.36 0.44 -0.32 -0.10 -0.60 0.20 0.06 0.10 0.00 0.05 -0.18 -0.02 0.22 0.00
0	0.94	[CLS] if you sit back , watch & amp ; listen to every . @ the ##de ##mo ##crats & amp ; . @ d ##nc member , you ' ll quickly learn it ' s # victim ##hood , # racism , & amp ; # hatred . i ' m # woke [SEP]	0.00 -0.12 -0.16 -0.10 0.01 -0.04 0.11 0.05 0.16 -0.07 0.05 -0.07 0.01 -0.02 0.05 0.09 0.00 0.00 0.14 -0.01 0.18 0.01 -0.10 0.02 0.00 0.05 0.04 -0.02 -0.07 -0.03 -0.07 0.07 -0.07 -0.16 -0.00 0.07 -0.05 -0.16 0.03 -0.05 -0.07 0.72 -0.00 -0.13 0.18 0.02 0.09 0.35 0.06 0.01 -0.01 -0.01 0.14 -0.05 0.00
1	0.09	[CLS] what do you mean they are not related to the scope of < ur ##l > ? like which articles ? [SEP]	0.00 -0.39 -0.28 0.05 0.17 -0.17 -0.37 -0.23 0.13 -0.02 -0.16 0.17 -0.06 -0.24 -0.05 -0.14 0.08 0.56 0.06 -0.12 -0.17 0.03 0.00
0	0.82	[CLS] o , the melancholy cat ##aco ##mbs quickly wandered about the rue mor ##gue , madman ! [SEP]	0.00 -0.11 0.02 0.03 -0.04 -0.02 -0.03 -0.08 -0.02 -0.03 -0.01 0.05 -0.03 0.08 0.03 -0.09 0.98 -0.00 0.00
1	0.00	[CLS] each and every time i log on to that website to view the lindsey von ##n pic ##s i am # sad ##dened by the course ##ness of our culture . [SEP]	0.00 -0.04 -0.34 0.15 0.16 -0.20 -0.29 -0.05 -0.12 0.07 0.00 -0.22 -0.06 -0.16 -0.06 -0.05 0.04 -0.19 -0.04 -0.24 -0.26 -0.15 -0.17 -0.21 -0.11 -0.23 0.03 0.07 0.16 0.11 0.36 -0.33 0.00
0	1.00	[CLS] someone ' s nick ##ed my lunch out the fridge at work ! ! roast dinner as well ! # fu ##ming [SEP]	0.00 -0.16 -0.25 -0.40 0.08 0.10 -0.04 -0.03 -0.01 -0.02 0.00 -0.19 -0.07 -0.01 -0.01 0.08 -0.12 -0.12 -0.14 -0.00 0.11 0.79 0.02 0.00
1	0.03	[CLS] i impress da young white girl next doe by taking out my giant negro than ##g and us ##in it to flip da hamburger ##s for da # ko ##ol ##que ##eft ##ri ##bu ##te & # 160 ; [SEP]	0.00 -0.41 0.09 -0.12 -0.11 0.16 -0.14 0.00 -0.05 0.04 -0.02 -0.06 -0.09 -0.03 0.17 0.04 0.10 -0.03 -0.07 0.05 -0.09 -0.01 -0.05 -0.16 0.72 0.17 -0.07 -0.12 0.04 -0.06 0.04 -0.01 0.02 -0.01 0.17 0.04 -0.00 -0.10 -0.11 0.17 0.00
1	0.01	[CLS] it ' s such a strange ju ##xt ##ap ##osition of emotions . a sense of eu ##ph ##oria but a sense of out most despair . [SEP]	0.00 -0.03 -0.01 0.00 -0.04 -0.06 -0.13 -0.05 -0.01 -0.02 0.04 -0.03 -0.01 0.01 -0.01 -0.00 -0.02 -0.06 -0.11 -0.05 -0.01 -0.01 -0.02 -0.02 0.03 -0.25 0.94 0.01 0.00
1	0.18	[CLS] went to bed a 1 : 30 , fell asleep after , my niece started crying at 4 . i ' m dying . . . [SEP]	0.00 0.09 0.22 0.12 -0.03 -0.04 -0.12 -0.11 0.18 0.14 -0.41 0.00 0.04 -0.23 0.29 0.11 0.19 -0.02 0.01 -0.07 -0.01 -0.02 -0.30 0.36 0.50 -0.06 0.10 0.00
1	0.01	[CLS] an absurd ##ist comedy about alien ##ation , separation and loss . [SEP]	0.00 -0.41 -0.20 -0.22 -0.83 -0.04 -0.23 -0.01 -0.00 0.04 -0.01 -0.04 -0.02 0.00
0	0.79	[CLS] . . . son of a bitch took my ti ##c ta ##cs . i like this movie . [SEP]	0.00 -0.05 -0.01 0.02 0.50 0.00 -0.02 0.77 0.08 0.11 0.04 0.00 0.05 0.02 -0.04 -0.05 0.17 -0.07 -0.29 0.03 0.00
0	0.52	[CLS] @ ju ##sd ##ahl gross , ill stick with my galaxy , it will still receive those ni ##ps [SEP]	0.00 0.10 -0.08 -0.02 0.09 0.12 0.08 0.14 0.00 -0.13 0.21 0.09 0.07 -0.01 -0.08 0.05 0.06 0.17 0.21 0.88 0.00
1	0.06	[CLS] - - - - - # ph ##ob ##ia = irrational fear of or ave ##rs ##ion to something . synonym ##s : dread , horror , terror , dislike , di ##sta ##ste , ave ##rs ##ion but not a crime [SEP]	0.00 -0.03 -0.00 0.01 -0.01 -0.03 -0.02 -0.08 0.19 0.04 -0.04 -0.06 -0.14 0.01 -0.06 -0.05 -0.03 0.02 -0.03 -0.03 -0.02 -0.14 -0.02 -0.07 -0.07 -0.03 -0.05 -0.01 -0.15 -0.02 0.11 0.01 0.01 0.06 0.00 -0.03 -0.04 -0.03 0.02 -0.06 -0.01 -0.01 -0.92 0.00
0	0.98	[CLS] rt @ its ##des ##ha _ _ : when you @ a bitch they never talking bout you all of a sudden & # 128 ##51 ##4 ; [SEP]	0.00 -0.01 0.05 0.08 0.06 -0.01 0.00 0.05 -0.03 0.07 0.15 -0.06 0.07 0.95 -0.05 0.11 -0.02 -0.09 0.09 -0.04 -0.03 -0.04 0.05 0.01 0.01 -0.03 0.03 -0.02 -0.04 0.00
1	0.04	[CLS] # if ##on ##ly ##pe ##ople ##wo ##uld not exist . # humanity # life # ignorance # nature # mother ##nat ##ure # sad # disappointment # sm ##h # personal # opinion # views # animals [SEP]	0.00 -0.01 -0.03 -0.08 -0.03 -0.02 -0.03 -0.04 -0.03 -0.07 -0.07 0.06 -0.04 -0.07 0.00 -0.08 -0.07 0.92 0.03 0.00 0.02 -0.02 -0.06 -0.02 -0.03 -0.21 -0.06 0.20 0.10 -0.04 -0.06 0.03 -0.03 0.01 0.06 0.01 0.03 -0.04 0.01 0.00
0	1.00	[CLS] @ roll ##yu ##p ##23 : no text back ? i don ' t give a fuck , i ' ll text another bitch damn someone is hurt lo ##l [SEP]	0.00 0.16 -0.18 0.01 0.16 -0.13 -0.02 0.04 0.05 0.09 0.06 -0.03 -0.01 -0.08 -0.02 -0.11 -0.24 0.19 0.08 -0.01 -0.08 -0.12 0.07 0.07 0.18 0.09 0.14 -0.05 0.34 0.27 -0.69 0.00
1	0.03	[CLS] @ anna ##king ##rad ##io is that the new studio kit ? i ' d be terrified of pressing the wrong button and launching something dangerous ! [SEP]	0.00 -0.22 -0.04 0.07 0.03 0.02 -0.00 -0.05 0.03 0.01 0.14 -0.05 -0.02 -0.01 -0.02 -0.08 0.04 -0.79 0.03 0.02 -0.03 -0.07 0.00 -0.05 -0.05 -0.06 -0.51 0.10 0.00
0	0.99	[CLS] @ real ##don ##ald ##trum ##p you ' ve spent more time and energy protecting michael flynn than your own son . you ' re a coward and an awful parent . [SEP]	0.00 0.10 -0.37 0.10 0.12 -0.01 0.01 0.07 -0.01 -0.13 -0.08 0.05 0.00 -0.08 -0.08 0.02 -0.02 -0.07 -0.12 -0.18 0.03 -0.04 -0.05 -0.06 -0.12 -0.07 -0.09 0.23 0.02 0.11 0.77 -0.17 -0.05 0.00
1	0.00	[CLS] i am really flat ##tered and happy to hear those complement ##s for my blog ! you guys mo ##tiv ##ates me to write more for my blog . thank you ! sm ##l [SEP]	0.00 -0.52 -0.32 0.08 0.08 0.02 0.22 -0.05 -0.01 -0.03 -0.03 0.03 0.05 -0.16 -0.18 0.01 -0.00 -0.18 0.08 -0.14 -0.05 0.15 -0.16 0.07 -0.01 -0.03 -0.10 -0.03 -0.02 0.03 0.08 -0.02 0.22 -0.03 -0.57 0.00
1	0.00	[CLS] @ marc ##de ##aco ##n _ happy birthday marc have a good one ! xx [SEP]	0.00 -0.19 -0.36 -0.20 0.17 -0.06 -0.09 0.01 -0.73 0.04 -0.16 -0.02 0.21 0.31 0.24 -0.02 0.00
1	0.02	[CLS] it ' s so good that its relentless , polished wit can withstand not only in ##ept school productions , but even oliver parker ' s movie adaptation . [SEP]	0.00 0.01 0.01 0.03 0.06 -0.03 -0.05 -0.10 0.70 0.02 -0.05 -0.22 0.10 -0.37 0.17 0.13 0.13 0.15 -0.00 0.08 0.04 0.05 -0.01 0.01 0.00 -0.05 -0.03 0.44 0.04 0.05 0.00
1	0.07	[CLS] late marriage ' s stiff ##ness is unlikely to demonstrate the emotional cl ##out to sweep u . s . viewers off their feet . [SEP]	0.00 0.11 0.29 -0.04 -0.04 -0.31 -0.25 -0.30 0.05 0.04 -0.06 -0.10 -0.23 -0.09 0.10 0.05 0.02 0.39 0.14 0.01 -0.11 0.39 0.11 0.13 -0.45 0.00 0.00
1	0.06	[CLS] @ the ##view joy isn ' t a comedian . she ' s a bully for fat sham ##ing the governor . great example she ' s setting for her grandson . [SEP]	0.00 0.13 -0.03 0.02 -0.25 -0.07 0.00 -0.03 -0.01 -0.02 -0.00 -0.02 0.03 -0.05 -0.06 0.87 0.01 -0.21 -0.06 0.01 -0.04 0.10 0.03 -0.01 -0.17 -0.08 0.00 -0.01 -0.18 -0.01 -0.04 0.14 0.03 0.00
1	0.15	[CLS] i live 30 miles away from work , & amp ; arrived to realise laptop is still on the bed . [SEP]	0.00 0.29 -0.20 0.08 0.00 0.01 -0.05 0.02 -0.10 -0.11 0.20 -0.16 0.40 0.01 -0.54 0.22 -0.31 -0.26 0.15 0.06 0.30 0.02 0.00
0	0.99	[CLS] and you adopted bitch ? i don ' t give a fuck what kind of " mental illness " they claim ##in im ##ma kill ya [SEP]	0.00 0.06 0.30 -0.19 0.65 0.55 -0.01 0.03 -0.01 0.01 -0.00 -0.02 0.25 -0.00 -0.00 -0.02 -0.00 0.02 0.09 -0.01 0.04 0.06 0.07 0.02 0.05 0.21 -0.10 0.00
1	0.00	[CLS] few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . [SEP]	0.00 0.08 -0.42 0.05 0.16 -0.11 -0.14 -0.13 -0.12 -0.10 -0.19 -0.10 -0.02 -0.08 -0.18 0.05 -0.08 -0.09 -0.07 -0.39 -0.09 0.34 0.13 -0.03 0.05 0.52 0.06 -0.20 0.00
1	0.05	[CLS] can ' t drink all day if u don ' t start in the morning . . drake gets me [SEP]	0.00 -0.37 -0.28 0.12 0.00 -0.23 0.05 0.04 -0.74 0.14 -0.14 0.04 -0.14 -0.05 -0.18 -0.02 -0.06 -0.13 0.05 0.10 0.21 0.00
1	0.02	[CLS] i need a transcript of trump praying . # terrific jesus . [SEP]	0.00 -0.22 -0.09 -0.29 0.55 0.02 0.34 -0.30 -0.02 -0.04 -0.17 -0.56 -0.07 0.00
1	0.05	[CLS] i feel intimidated [SEP]	0.00 0.68 0.61 -0.41 0.00
1	0.05	[CLS] i feel exhausted . . . i tried to do a good job , but apparently god does not see me right . i ' m weary ! i exist ! # exist # weary # mis ##ono ##rot ##ta [SEP]	0.00 -0.10 -0.01 -0.21 0.01 -0.01 0.04 -0.07 -0.01 -0.05 -0.02 -0.03 0.05 -0.08 -0.00 -0.05 0.07 0.15 -0.07 0.01 -0.08 -0.08 -0.04 -0.09 -0.12 -0.10 -0.10 0.18 -0.04 -0.09 0.10 -0.29 -0.11 0.11 -0.03 0.75 0.19 -0.06 0.08 0.13 -0.23 0.00
1	0.07	[CLS] why don ' t the kids on my street have ms ##n or something to play on instead of enjoying themselves outside # bitter # shu ##sh [SEP]	0.00 -0.67 -0.23 -0.16 -0.05 0.05 -0.17 -0.00 -0.26 0.21 0.03 0.07 -0.06 -0.08 -0.17 -0.06 -0.05 0.01 -0.08 -0.06 -0.15 -0.06 -0.06 -0.19 0.18 -0.00 -0.37 -0.17 0.00
0	1.00	[CLS] @ brennan _ p ##b backs up what i always thought . . . yer all as mad as each other [SEP]	0.00 -0.00 0.03 0.03 -0.12 -0.02 0.13 -0.05 0.03 0.10 0.09 0.01 0.07 -0.00 0.00 -0.18 -0.00 -0.13 0.79 0.33 0.20 -0.35 0.00
1	0.00	[CLS] wow ! today , totally seeing al ##ot of # mean # people out in this # world ! turn it around and # start cult ##ivating # kindness ! # success ##train # warrior [SEP]	0.00 -0.67 0.01 -0.06 0.12 -0.04 0.08 -0.05 0.01 -0.06 -0.05 -0.01 -0.05 -0.03 0.06 -0.13 -0.22 0.06 -0.22 -0.06 -0.06 -0.14 0.03 0.18 -0.08 -0.10 -0.11 -0.08 -0.12 -0.31 -0.09 -0.07 -0.07 0.41 0.05 0.02 0.00
1	0.03	[CLS] & # 82 ##20 ; @ me ##ez ##yt ##k _ : " go text your other ho ##es " me : http : / / t . co / wc ##5 ##tr ##4 ##uh ##s ##6 & # 82 ##21 ; @ a ##yo ##ste ##w _ [SEP]	0.00 0.03 -0.20 -0.04 -0.05 0.08 -0.00 -0.13 -0.14 -0.13 -0.01 -0.07 -0.11 0.14 0.31 0.01 0.40 0.08 -0.44 0.16 0.01 0.06 0.05 -0.49 -0.10 -0.14 -0.11 -0.06 0.07 -0.10 -0.14 0.04 -0.02 -0.00 -0.02 -0.03 0.04 -0.04 -0.04 -0.04 -0.02 -0.01 0.03 -0.04 -0.08 -0.05 0.03 -0.01 -0.13 0.00
0	0.75	[CLS] @ insanity _ lady i argue that ce ##rse ##i is neither evil nor a bitch . she ' s greedy , desperate to protect her children and to be valued in a world [SEP]	0.00 0.18 0.49 -0.21 -0.06 -0.04 -0.14 0.01 0.04 -0.09 -0.13 -0.06 -0.18 -0.23 0.10 -0.08 0.24 -0.19 -0.07 -0.05 0.01 -0.55 -0.08 -0.24 -0.07 -0.07 -0.13 0.03 -0.08 -0.04 0.04 -0.13 -0.00 0.07 -0.07 0.00
0	0.77	[CLS] it was closed as " no consensus , default to keep " . what difference does it make ? [SEP]	0.00 -0.17 -0.04 0.56 -0.14 -0.17 0.03 0.31 0.16 0.44 0.09 0.02 -0.05 0.33 0.06 0.32 0.03 -0.08 0.02 -0.23 0.00
1	0.01	[CLS] sounds suspiciously like homework . if it is , what have you done to solve the problem yourself ? [SEP]	0.00 -0.13 0.09 -0.26 -0.75 -0.06 -0.05 -0.10 -0.20 -0.08 -0.05 -0.24 0.11 -0.02 -0.18 -0.32 0.09 0.18 0.18 0.04 0.00
1	0.11	[CLS] the man from ely ##sian fields is a cold , bliss - less work that groans along thinking itself some important comment on how life throws us some beg ##uil ##ing curves . [SEP]	0.00 -0.17 0.20 -0.00 -0.07 0.03 -0.05 -0.03 0.01 -0.48 0.08 -0.66 0.06 0.15 0.13 -0.03 0.02 -0.07 0.04 0.02 -0.09 -0.04 0.24 0.07 -0.16 -0.06 -0.12 0.24 0.00 0.07 0.10 -0.02 -0.11 0.02 0.00
1	0.42	[CLS] all this makeup is going on sale . . . . but i ain ' t got the funds . # heartbreak ##ing [SEP]	0.00 -0.33 -0.08 -0.11 -0.18 0.00 -0.13 0.01 -0.10 -0.07 -0.01 -0.02 -0.09 -0.02 0.54 0.03 -0.05 0.22 0.02 -0.26 0.07 0.57 0.22 0.11 0.00
1	0.21	[CLS] 2 | 206 | when it is said to him , ' fear allah ' , he is led by arrogance to ( more ) crime . enough for him is hell ; - [SEP]	0.00 -0.17 -0.08 -0.04 0.26 -0.13 -0.06 -0.10 -0.15 -0.07 0.03 0.09 -0.11 -0.04 -0.38 0.02 -0.05 -0.05 -0.04 -0.05 -0.09 0.14 -0.00 -0.09 -0.12 -0.01 -0.60 0.20 -0.19 -0.25 -0.04 -0.12 -0.24 0.16 -0.09 0.00
1	0.01	[CLS] please stop ruining my de ##pressing me ##mes with your po ##sit ##ivity and optimism [SEP]	0.00 -0.16 0.01 0.19 -0.06 -0.01 0.06 -0.01 0.02 -0.01 -0.03 -0.06 -0.07 -0.09 -0.04 -0.95 0.00
1	0.03	[CLS] cha ##bro ##l has taken promising material for a black comedy and turned it instead into a somber chamber drama . [SEP]	0.00 -0.26 -0.08 -0.11 -0.16 0.05 -0.17 -0.05 -0.05 -0.26 0.22 -0.69 -0.12 0.03 -0.12 -0.07 -0.14 -0.11 -0.01 -0.10 -0.14 -0.40 0.00
1	0.36	[CLS] africa has unique and tremendous problems with war , over ##pop ##ulation , starvation and tribal ##ism which makes moving africa forward hard . [SEP]	0.00 -0.26 -0.19 -0.28 -0.09 0.57 -0.52 -0.02 -0.17 0.06 -0.09 -0.17 -0.14 0.02 0.11 -0.07 -0.18 -0.12 0.08 -0.14 -0.05 0.14 0.01 -0.09 -0.03 0.00
0	0.97	[CLS] & # 82 ##20 ; @ da ##bl ##ue ##print : @ nigel ##di ##xon ##1 just think if alex won some games ! & # 82 ##21 ; that sorry son of a bitch will never " win " us a game [SEP]	0.00 0.06 -0.02 -0.02 -0.00 0.05 0.04 -0.01 0.00 -0.00 0.00 -0.02 0.01 -0.00 -0.00 0.01 0.02 -0.01 0.14 0.02 -0.03 0.03 -0.05 0.07 0.06 -0.01 0.00 -0.01 -0.02 0.04 -0.08 0.92 0.20 -0.04 -0.14 0.07 -0.07 -0.06 0.02 -0.02 0.08 0.07 -0.02 0.08 0.00
1	0.00	[CLS] filmmakers who can def ##tly change moods are treasures and even marvel ##s . [SEP]	0.00 0.04 -0.18 -0.20 -0.19 -0.04 0.04 -0.78 -0.27 -0.13 -0.02 -0.06 -0.09 0.19 -0.37 0.00
0	0.65	[CLS] lost without my mom plus tired , sick and full of cold is just another day in paradise . . . . . # upset # un ##well # missy ##oum ##om ##my ##be ##ar [SEP]	0.00 0.11 -0.01 -0.23 -0.26 -0.15 -0.13 -0.00 -0.03 -0.00 0.00 -0.02 -0.01 -0.09 -0.05 0.07 0.09 0.02 -0.01 0.05 0.00 0.03 0.04 0.02 0.69 -0.25 0.29 -0.09 -0.30 -0.06 0.12 0.14 -0.10 -0.14 -0.04 -0.06 0.00
1	0.21	[CLS] @ 7 ##aid ##ual ##c ##9 u said " @ me ho ##e " & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; & # 128 ##51 ##4 ; so i did . . . [SEP]	0.00 -0.01 -0.08 0.03 -0.08 -0.00 0.05 0.22 -0.55 0.13 -0.13 0.04 0.09 0.09 -0.12 -0.03 -0.06 -0.01 0.03 -0.04 0.05 0.05 -0.01 0.00 -0.01 -0.02 0.01 -0.01 -0.03 -0.02 0.04 -0.01 -0.03 0.67 -0.05 -0.18 0.18 0.15 0.13 0.00
0	0.68	[CLS] i ' m really very sorry , but no , i ' ' ' didn ' t ' ' ' know , didn ' t get a message saying that was wrong . where was it ? [SEP]	0.00 -0.12 -0.06 0.01 0.13 -0.19 0.46 0.08 0.09 -0.05 0.14 0.00 0.15 0.05 -0.00 0.01 -0.03 -0.08 0.15 -0.05 -0.07 -0.17 0.03 -0.14 -0.06 -0.12 -0.18 -0.11 -0.13 -0.41 0.10 0.03 -0.14 -0.10 0.20 -0.07 0.17 -0.46 0.00
0	0.73	[CLS] just watching # phoenix video for the first time . holy fuck , this guy is seriously der ##ange ##d , un ##hing ##ed . why is everyone not # terrified ? [SEP]	0.00 0.02 -0.05 -0.02 0.06 -0.01 0.01 -0.01 0.03 -0.00 0.05 -0.21 0.70 0.06 0.01 -0.03 -0.02 -0.08 -0.05 0.00 -0.02 0.01 -0.01 0.00 0.01 0.04 0.00 0.02 -0.00 0.06 0.04 -0.65 0.08 0.00
